Time,Sequence,world_x_gt,world_y_gt,world_z_gt,world_x_perception,world_y_perception,world_z_perception,world_x_kf,world_y_kf,world_z_kf,d_gt,v_x_kf,v_y_kf,v_z_kf,pitch_gt,yaw_gt,pitch_perception,yaw_perception,focal_length,focus_distance,aperture,dn,df,im_u,im_v_up,im_v_center,im_v_down,cost,Jp,Jim,JDoF,Jf,focal_length_d,dn_d,df_d,relative_roll,relative_pitch,relative_yaw,relative_roll_d,relative_pitch_d,relative_yaw_d,d_d,im_u_d,im_v_up_d,im_v_center_d,im_v_down_d
9642,0,1.97943,-9.84955,-0.887659,1.98957,-9.75436,-0.843585,1.99009,-9.75434,-0.841852,3.36386,-0.00215227,0.00752026,-0.0110939,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,474.876,155.007,371.313,855.837,344.962,4.2174,188.221,9.11473,0,35,0.268821,6.26882,1.06326e-05,-0.00566082,3.13971,0,-0,-3.14159,-1,480,180,360,-1
10042,0,1.97943,-9.84955,-0.887659,1.98685,-9.7448,-0.860031,1.98561,-9.7425,-0.861138,3.46358,-0.00425358,0.0129576,-0.0208655,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,482.934,154.595,365.257,837.14,266.655,0.415077,161.449,7.51873,0,35,0.356426,6.35643,1.69681e-07,-0.000377392,3.14114,0,-0,-3.14159,-1,480,180,360,-1
10442,0,1.97943,-9.84955,-0.887659,1.97722,-9.74121,-0.836156,1.97608,-9.73897,-0.848909,3.63641,-0.00921502,0.0118509,-0.00491983,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,484.624,166.717,368.259,819.715,121.323,2.66119,61.2194,5.11575,0,35,0.508287,6.50829,-1.18187e-06,0.00375027,3.14128,0,-0,-3.14159,-1,480,180,360,-1
10842,0,1.97943,-9.84955,-0.887659,1.9909,-9.71595,-0.845027,1.98921,-9.71217,-0.844046,3.81851,0.00143693,0.0258285,-0.00108251,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,491.911,170.796,363.161,794.059,90.7908,2.87347,56.6727,3.00047,0,35,0.675766,6.67577,-1.27678e-06,0.00405147,3.14128,0,-0,-3.14159,-1,480,180,360,-1
11242,0,1.97943,-9.84955,-0.887659,1.98962,-9.72523,-0.853946,1.99145,-9.71924,-0.854695,3.98264,0.00228274,0.0143868,-0.00771397,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,492.113,169.822,353.373,764.527,90.0382,2.87347,62.6869,1.37823,0,35,0.852287,6.85229,-1.27678e-06,0.00405147,3.14128,0,-0,-3.14159,-1,480,180,360,-1
11642,0,1.97943,-9.84955,-0.887659,1.99565,-9.71955,-0.859616,1.99512,-9.71728,-0.859511,4.11832,0.00426322,0.0118465,-0.00909183,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,491.801,171.177,348.568,745.924,131.387,2.87347,86.9553,0.564003,0,35,0.986044,6.98604,-1.27678e-06,0.00405147,3.14128,0,-0,-3.14159,-1,480,180,360,-1
12032,0,1.97943,-9.84955,-0.887659,1.99491,-9.71914,-0.863809,1.99532,-9.71873,-0.867868,4.21975,0.00341694,0.00842736,-0.0114132,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,490.448,168.842,341.769,729.124,184.218,5.66925,141.505,0.181442,0,35,1.08883,7.08883,-2.52469e-06,0.00801135,3.14128,0,-0,-3.14159,-1,480,180,360,-1
12442,0,1.97943,-9.84955,-0.887659,1.996,-9.72068,-0.839077,1.99548,-9.71913,-0.859965,4.27358,0.00301206,0.00524012,0.00690201,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,489.759,177.838,348.502,730.789,93.2579,8.81961,56.8707,0.0651179,0,35,1.14284,7.14284,-3.92938e-06,0.0124689,3.14128,0,-0,-3.14159,-1,480,180,360,-1
12842,0,1.97943,-9.84955,-0.887659,1.99676,-9.72377,-0.848389,1.9974,-9.72176,-0.846105,4.30265,0.00318014,0.00241912,0.00447856,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,490.004,184.742,354.113,733.506,58.2085,9.05642,25.1646,0.0241136,0,35,1.17443,7.17443,-4.03494e-06,0.0128039,3.14128,0,-0,-3.14159,-1,480,180,360,-1
13252,0,1.97943,-9.84955,-0.887659,1.99769,-9.72578,-0.83123,1.99756,-9.72474,-0.83141,4.31943,0.00272875,-0.000205402,0.0131899,-0,1.5708,-0,1.5708,35,100000,20,1.22353,-1.22653,489.843,191.608,360.239,737.973,91.5552,9.05642,57.907,0.00947313,0,35,1.19275,7.19275,-4.03494e-06,0.0128039,3.14128,0,-0,-3.14159,-1,480,180,360,-1
