Time,Sequence,world_x_gt,world_y_gt,world_z_gt,world_x_perception,world_y_perception,world_z_perception,world_x_kf,world_y_kf,world_z_kf,d_gt,v_x_kf,v_y_kf,v_z_kf,pitch_gt,yaw_gt,pitch_perception,yaw_perception,focal_length,focus_distance,aperture,dn,df,im_u,im_v_up,im_v_center,im_v_down,cost,Jp,Jim,JDoF,Jf,focal_length_d,dn_d,df_d,relative_pitch,relative_yaw,relative_pitch_d,relative_yaw_d,d_d,im_u_d,im_v_up_d,im_v_center_d,im_v_down_d
51272,2,1.97943,-9.84955,-0.887659,1.9936,-9.70323,-0.843076,1.99401,-9.7092,-0.844122,51.2346,-0.00127793,-0.00362245,0.0039166,-0,1.5708,-0,1.5708,450.53,5158.27,3.88772,49.1746,54.2388,479.966,185.773,363.922,762.974,264.801,3758.63,-nan,2.99721e+07,2.47873e+07,453,50.59,53.09,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
51672,2,1.97943,-9.84955,-0.887659,1.99523,-9.72172,-0.857339,1.99483,-9.72674,-0.857075,51.2604,-0.000370268,-0.0130172,-0.00539833,-0,1.5708,-0,1.5708,453.18,5172.71,2.96591,49.8802,53.716,479.718,178.061,357.097,758.138,34.3808,3764.47,-nan,3.06186e+07,2.51977e+07,453,50.6357,53.1357,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
52052,2,1.97943,-9.84955,-0.887659,1.99902,-9.70324,-0.848501,1.99558,-9.71601,-0.852517,51.2726,0.00227429,0.0041745,0.001038,-0,1.5708,-0,1.5708,453.18,5174.11,2.81335,49.985,53.625,479.711,180.603,359.627,760.64,25.8663,3770.31,-nan,3.12652e+07,2.56081e+07,453,50.6392,53.1392,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
52462,2,1.97943,-9.84955,-0.887659,1.99673,-9.69404,-0.850251,1.99712,-9.69339,-0.850871,51.2815,0.000952769,0.0113672,0.00020108,-0,1.5708,-0,1.5708,453.18,5174.11,2.81335,49.985,53.625,480.109,182.916,361.991,763.12,31.231,3776.16,-nan,3.19114e+07,2.60185e+07,453,50.6245,53.1245,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
52842,2,1.97943,-9.84955,-0.887659,1.99422,-9.7375,-0.844468,1.9942,-9.7255,-0.84392,51.2852,-0.00114657,-0.0152744,0.00451991,-0,1.5708,-0,1.5708,453.18,5174.11,2.81335,49.985,53.625,478.971,187.228,366.174,767.015,185.511,3782,-nan,3.25586e+07,2.6429e+07,453,50.6613,53.1613,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
53242,2,1.97943,-9.84955,-0.887659,1.99437,-9.73468,-0.840642,1.99409,-9.73931,-0.840261,51.2878,-0.000920621,-0.0200331,0.005899,-0,1.5708,-0,1.5708,452.077,5180.36,2.95703,49.9479,53.8025,478.888,190.156,368.61,768.347,446.425,3787.84,-nan,3.32061e+07,2.68394e+07,453,50.6776,53.1776,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
53642,2,1.97943,-9.84955,-0.887659,1.99447,-9.73291,-0.839694,1.99427,-9.73734,-0.836807,51.2891,-0.000563977,-0.0134977,0.00636726,-0,1.5708,-0,1.5708,450.462,5180.25,3.27442,49.7414,54.0417,478.925,192.784,370.603,768.916,702.916,3793.68,-nan,3.38537e+07,2.72498e+07,453,50.677,53.177,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
54042,2,1.97943,-9.84955,-0.887659,1.99733,-9.73204,-0.840441,1.99742,-9.73509,-0.840212,51.2899,0.00157854,-0.0082181,0.00269609,-0,1.5708,-0,1.5708,449.331,5177.92,3.54244,49.5479,54.221,480.031,192.525,369.902,767.228,743.567,3799.53,-nan,3.45012e+07,2.76602e+07,453,50.6755,53.1755,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
54442,2,1.97943,-9.84955,-0.887659,1.99454,-9.73152,-0.837425,1.99552,-9.73318,-0.837979,51.2904,-0.000134601,-0.00491803,0.00361189,-0,1.5708,-0,1.5708,448.904,5175.39,3.71869,49.4146,54.3257,479.345,193.977,371.19,768.149,865.104,3805.37,-nan,3.51488e+07,2.80706e+07,453,50.6741,53.1741,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
54842,2,1.97943,-9.84955,-0.887659,1.99457,-9.73116,-0.838932,1.99449,-9.73216,-0.838018,51.2906,-0.000768212,-0.00298138,0.00263089,-0,1.5708,-0,1.5708,448.463,5173.59,3.87274,49.3013,54.4234,478.969,194.425,371.468,768.043,933.503,3811.21,-nan,3.57963e+07,2.84811e+07,453,50.6733,53.1733,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
55252,2,1.97943,-9.84955,-0.887659,1.99459,-9.73117,-0.840303,1.99441,-9.73182,-0.839633,51.2906,-0.000590278,-0.0018723,0.000768969,-0,1.5708,-0,1.5708,448.2,5171.97,3.98967,49.2139,54.4944,478.936,194.16,371.1,767.445,955.688,3817.05,-nan,3.64438e+07,2.88915e+07,453,50.6729,53.1729,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
55642,2,1.97943,-9.84955,-0.887659,1.99741,-9.73116,-0.838274,1.99667,-9.73155,-0.83794,51.2906,0.00113462,-0.00124259,0.00165018,-0,1.5708,-0,1.5708,448.156,5170.77,4.06368,49.1584,54.5359,479.738,194.969,371.892,768.2,1022.94,3822.89,-nan,3.70913e+07,2.93019e+07,453,50.6727,53.1727,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
56042,2,1.97943,-9.84955,-0.887659,1.99459,-9.73115,-0.835877,1.99549,-9.73143,-0.836065,51.2906,-9.47165e-05,-0.000824081,0.00255015,-0,1.5708,-0,1.5708,447.994,5169.91,4.13665,49.1054,54.5821,479.32,195.801,372.66,768.826,1093.05,3828.74,-nan,3.77389e+07,2.97123e+07,453,50.6726,53.1726,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
56442,2,1.97943,-9.84955,-0.887659,1.99459,-9.73115,-0.836173,1.997,-9.73138,-0.835518,51.2906,-0.000442993,-0.000532485,0.00215961,-0,1.5708,-0,1.5708,447.78,5169.09,4.20671,49.0539,54.6275,479.854,196.116,372.891,768.868,1136.87,3834.58,-nan,3.83864e+07,3.01228e+07,453,50.6725,53.1725,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
56842,2,1.97943,-9.84955,-0.887659,1.99458,-9.73115,-0.833887,1.9952,-9.73127,-0.833932,51.2906,-0.000558497,-0.000359605,0.00277522,-0,1.5708,-0,1.5708,447.632,5168.29,4.26313,49.0115,54.6623,479.218,196.766,373.483,769.331,1126.15,3840.42,-nan,3.9034e+07,3.05332e+07,453,50.6724,53.1724,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
57242,2,1.97943,-9.84955,-0.887659,1.99458,-9.73115,-0.83421,1.9944,-9.73123,-0.832757,51.2906,-0.000906573,-0.000238181,0.00253352,-0,1.5708,-0,1.5708,447.457,5167.62,4.31698,48.9714,54.6971,478.934,197.256,373.904,769.596,1177.1,3846.26,-nan,3.96815e+07,3.09436e+07,453,50.6724,53.1724,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
57642,2,1.97943,-9.84955,-0.887659,1.99458,-9.73116,-0.837125,1.99438,-9.73121,-0.836044,51.2906,-0.000675116,-0.000159513,-0.000405278,-0,1.5708,-0,1.5708,447.295,5166.97,4.3654,48.935,54.7281,478.929,196.15,372.735,768.284,1200.6,3852.11,-nan,4.03291e+07,3.13541e+07,453,50.6723,53.1723,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
58042,2,1.97943,-9.84955,-0.887659,1.99741,-9.73116,-0.837192,1.99744,-9.73119,-0.836562,51.2906,0.00144355,-0.000108556,-0.000771333,-0,1.5708,-0,1.5708,447.417,5166.42,4.37678,48.9248,54.7286,480.01,195.968,372.601,768.259,1192.93,3857.95,-nan,4.09766e+07,3.17645e+07,453,50.6723,53.1723,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
58442,2,1.97943,-9.84955,-0.887659,1.99741,-9.73116,-0.837234,1.99698,-9.73118,-0.837461,51.2906,0.000933031,-7.36554e-05,-0.00113236,-0,1.5708,-0,1.5708,447.517,5166.3,4.38173,48.9219,54.7295,479.847,195.649,372.321,768.067,1175.58,3863.79,-nan,4.16242e+07,3.21749e+07,453,50.6723,53.1723,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
58842,2,1.97943,-9.84955,-0.887659,1.99458,-9.73115,-0.834436,1.99544,-9.73117,-0.836086,51.2906,-0.000432463,-4.64781e-05,0.000297173,-0,1.5708,-0,1.5708,447.629,5166.28,4.3787,48.9249,54.7254,479.302,196.125,372.842,768.687,1200.58,3869.63,-nan,4.22717e+07,3.25854e+07,453,50.6723,53.1723,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
59242,2,1.97943,-9.84955,-0.887659,1.99741,-9.73116,-0.840114,1.99745,-9.73117,-0.839546,51.2906,0.000958761,-3.5926e-05,-0.00214683,-0,1.5708,-0,1.5708,447.599,5166.29,4.38821,48.919,54.733,480.012,194.914,371.618,767.436,1135.12,3875.48,-nan,4.29193e+07,3.29958e+07,453,50.6723,53.1723,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
59642,2,1.97943,-9.84955,-0.887659,1.99741,-9.73115,-0.834472,1.99764,-9.73116,-0.835405,51.2906,0.000826818,-1.84101e-05,0.00122042,-0,1.5708,-0,1.5708,447.813,5166.3,4.36613,48.9346,54.7136,480.081,196.347,373.136,769.144,1206.06,3881.32,-nan,4.35669e+07,3.34062e+07,453,50.6723,53.1723,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
60042,2,1.97943,-9.84955,-0.887659,1.99458,-9.73116,-0.837308,1.99534,-9.73116,-0.836368,51.2906,-0.00101703,-1.34861e-05,0.000117294,-0,1.5708,-0,1.5708,447.652,5166.44,4.38505,48.9228,54.7316,479.269,196.036,372.761,768.627,1197.7,3887.16,-nan,4.42144e+07,3.38167e+07,453,50.6723,53.1723,-0.00206268,-3.14149,-0,-3.14159,-1,480,180,360,-1
